1,1,1671.7229234577585,379.594740324992,146.62,332.71,66.725,-1.0,-1.0,-1.0
1,2,1289.9243204823413,497.38454939829904,61.514,139.59,36.614,-1.0,-1.0,-1.0
1,5,1767.5094144751354,444.58690657091745,123.42,280.06,16.976,-1.0,-1.0,-1.0
1,3,1239.5318414132007,549.4999466802285,52.0,118.0,15.979,-1.0,-1.0,-1.0
1,4,39.49541322516606,539.8220198034362,94.66,214.81,9.3326,-1.0,-1.0,-1.0
1,6,1641.0,494.0,40.123,91.049,6.0638,-1.0,-1.0,-1.0
2,7,1742.0,513.0,94.66,214.81,64.803,-1.0,-1.0,-1.0
2,1,1683.0917079685753,394.1129681811133,135.42,307.29,31.198,-1.0,-1.0,-1.0
2,2,1294.2914769920849,499.2628990464577,61.514,139.59,30.007,-1.0,-1.0,-1.0
2,5,1778.5812659056828,457.9178515902412,113.37,257.27,14.299,-1.0,-1.0,-1.0
2,3,1218.1318398880367,493.4497770802913,103.17,234.13,12.991,-1.0,-1.0,-1.0
2,8,107.0,494.00000000000006,103.17,234.13,11.712,-1.0,-1.0,-1.0
2,4,43.198159210298925,549.7097652383628,87.838,199.32,3.7319,-1.0,-1.0,-1.0
3,1,1674.7102021010635,367.6102902120987,159.84,362.7,53.87,-1.0,-1.0,-1.0
3,5,1782.5941410862445,459.2048605175718,113.37,257.27,34.214,-1.0,-1.0,-1.0
3,9,1852.0,505.0,30.903,70.127,24.793,-1.0,-1.0,-1.0
3,2,1294.210577437264,493.75171754498837,67.474,153.11,21.299,-1.0,-1.0,-1.0
3,8,105.44533222224948,488.0093625156247,103.17,234.13,15.325,-1.0,-1.0,-1.0
3,4,47.35493007026329,560.1188997087384,79.918,181.35,3.316,-1.0,-1.0,-1.0
4,5,1762.3605553397297,407.45500784382386,159.84,362.7,52.074,-1.0,-1.0,-1.0
4,9,1833.6921497022133,499.7054385921914,30.903,70.127,36.829,-1.0,-1.0,-1.0
4,2,1304.1169836436345,512.2433359927564,52.0,118.0,25.687,-1.0,-1.0,-1.0
4,1,1677.5738806788693,368.5121750338192,159.84,362.7,11.573,-1.0,-1.0,-1.0
5,1,1686.6646169664027,384.2914171386593,146.62,332.71,52.587,-1.0,-1.0,-1.0
5,9,1841.105310630824,504.428236400981,28.302,64.224,35.023,-1.0,-1.0,-1.0
5,10,1333.0,498.00000000000006,56.686,128.63,30.194,-1.0,-1.0,-1.0
5,2,1305.9973362080107,513.057614585556,52.0,118.0,30.132,-1.0,-1.0,-1.0
5,5,1788.1954008719606,461.00895726465365,113.37,257.27,29.672,-1.0,-1.0,-1.0
5,11,107.0,494.00000000000006,103.17,234.13,20.212,-1.0,-1.0,-1.0
6,1,1682.329951035332,370.0190575963942,159.84,362.7,49.716,-1.0,-1.0,-1.0
6,9,1845.1618228762977,505.60607079841765,28.302,64.224,35.359,-1.0,-1.0,-1.0
6,2,1299.9861771040655,496.2527455371772,67.474,153.11,28.89,-1.0,-1.0,-1.0
6,10,1319.653876130487,492.4872919781379,56.686,128.63,10.428,-1.0,-1.0,-1.0
6,12,159.0,550.0,40.123,91.049,7.9165,-1.0,-1.0,-1.0
6,13,1263.0,545.0,47.794,108.46,4.7235,-1.0,-1.0,-1.0
7,1,1684.460294275776,370.6992836707765,159.84,362.7,50.69,-1.0,-1.0,-1.0
7,10,1321.6972555765715,488.85136567571107,61.514,139.59,38.787,-1.0,-1.0,-1.0
7,9,1846.8953347350312,503.53816295509546,30.903,70.127,24.904,-1.0,-1.0,-1.0
7,14,123.0,494.00000000000006,103.17,234.13,15.789,-1.0,-1.0,-1.0
7,15,257.0,455.0,113.37,257.27,10.617,-1.0,-1.0,-1.0
8,1,1693.0777695840084,386.3391410504029,146.62,332.71,59.031,-1.0,-1.0,-1.0
8,10,1321.6761811875017,483.3174564233148,67.474,153.11,41.687,-1.0,-1.0,-1.0
8,9,1849.5233695952693,504.3065861698333,30.903,70.127,30.606,-1.0,-1.0,-1.0
8,16,1727.0,418.0,135.42,307.29,25.474,-1.0,-1.0,-1.0
