1,1,1689.0,385.0,146.62,332.71,66.725,-1.0,-1.0,-1.0
1,2,1312.0,503.0,61.514,139.59,36.614,-1.0,-1.0,-1.0
1,3,1254.0,537.0,52.0,118.0,15.979,-1.0,-1.0,-1.0
1,4,55.0,542.0,94.66,214.81,9.3326,-1.0,-1.0,-1.0
1,5,1744.0,476.0,123.42,280.06,16.976,-1.0,-1.0,-1.0
2,1,1664.0,418.0,135.42,307.29,31.198,-1.0,-1.0,-1.0
2,2,1312.0,503.0,61.514,139.59,30.007,-1.0,-1.0,-1.0
2,5,1776.0,473.0,113.37,257.27,14.299,-1.0,-1.0,-1.0
2,3,1234.0,415.0,103.17,234.13,12.991,-1.0,-1.0,-1.0
2,4,51.0,555.0,87.838,199.32,3.7319,-1.0,-1.0,-1.0
3,1,1668.0,371.0,159.84,362.7,53.87,-1.0,-1.0,-1.0
3,2,1305.0,500.0,67.474,153.11,21.299,-1.0,-1.0,-1.0
3,5,1759.0,473.0,113.37,257.27,34.214,-1.0,-1.0,-1.0
3,8,107.0,494.0,103.17,234.13,15.325,-1.0,-1.0,-1.0
3,4,58.0,566.0,79.918,181.35,3.316,-1.0,-1.0,-1.0
4,1,1643.0,396.0,159.84,362.7,11.573,-1.0,-1.0,-1.0
4,5,1692.0,371.0,159.84,362.7,52.074,-1.0,-1.0,-1.0
4,9,1848.0,505.0,30.903,70.127,36.829,-1.0,-1.0,-1.0
4,2,1318.0,537.0,52.0,118.0,25.687,-1.0,-1.0,-1.0
5,5,1741.0,473.0,113.37,257.27,29.672,-1.0,-1.0,-1.0
5,9,1849.0,510.0,28.302,64.224,35.023,-1.0,-1.0,-1.0
5,2,1318.0,537.0,52.0,118.0,30.132,-1.0,-1.0,-1.0
5,1,1666.0,385.0,146.62,332.71,52.587,-1.0,-1.0,-1.0
6,1,1668.0,371.0,159.84,362.7,49.716,-1.0,-1.0,-1.0
6,9,1849.0,510.0,28.302,64.224,35.359,-1.0,-1.0,-1.0
6,10,1351.0,506.0,56.686,128.63,10.428,-1.0,-1.0,-1.0
6,2,1316.0,489.0,67.474,153.11,28.89,-1.0,-1.0,-1.0
7,1,1668.0,371.0,159.84,362.7,50.69,-1.0,-1.0,-1.0
7,9,1848.0,505.0,30.903,70.127,24.904,-1.0,-1.0,-1.0
7,2,1322.0,494.0,61.514,139.59,38.787,-1.0,-1.0,-1.0
8,1,1666.0,385.0,146.62,332.71,59.031,-1.0,-1.0,-1.0
8,2,1326.0,489.0,67.474,153.11,41.687,-1.0,-1.0,-1.0
8,9,1848.0,505.0,30.903,70.127,30.606,-1.0,-1.0,-1.0
8,14,142.0,521.0,52.0,118.0,17.685,-1.0,-1.0,-1.0
8,15,266.0,463.0,103.17,234.13,13.241,-1.0,-1.0,-1.0
9,1,1689.0,385.0,146.62,332.71,64.395,-1.0,-1.0,-1.0
9,2,1326.0,500.0,67.474,153.11,44.719,-1.0,-1.0,-1.0
9,9,1849.0,510.0,28.302,64.224,8.1416,-1.0,-1.0,-1.0
9,14,146.0,515.0,56.686,128.63,17.341,-1.0,-1.0,-1.0
9,17,1278.0,545.0,47.794,108.46,11.888,-1.0,-1.0,-1.0
9,15,266.0,463.0,103.17,234.13,16.724,-1.0,-1.0,-1.0
10,1,1689.0,385.0,146.62,332.71,58.138,-1.0,-1.0,-1.0
10,2,1326.0,500.0,67.474,153.11,38.028,-1.0,-1.0,-1.0
10,15,266.0,463.0,103.17,234.13,13.404,-1.0,-1.0,-1.0
10,17,171.0,481.0,26.0,59.0,6.3,-1.0,-1.0,-1.0
11,1,1689.0,408.0,146.62,332.71,51.907,-1.0,-1.0,-1.0
11,2,1326.0,490.0,73.864,167.61,39.416,-1.0,-1.0,-1.0
11,19,1837.0,351.0,103.17,234.13,8.3539,-1.0,-1.0,-1.0
12,1,1689.0,385.0,146.62,332.71,54.748,-1.0,-1.0,-1.0
12,2,1867.0,391.0,30.903,70.127,4.4389,-1.0,-1.0,-1.0
12,21,1643.0,408.0,146.62,332.71,28.729,-1.0,-1.0,-1.0
13,1,1668.0,371.0,159.84,362.7,53.078,-1.0,-1.0,-1.0
13,22,1867.0,391.0,30.903,70.127,7.0697,-1.0,-1.0,-1.0
13,21,1619.0,396.0,159.84,362.7,15.437,-1.0,-1.0,-1.0
13,2,1326.0,490.0,73.864,167.61,34.284,-1.0,-1.0,-1.0
14,1,1668.0,371.0,159.84,362.7,56.775,-1.0,-1.0,-1.0
14,2,1336.0,500.0,67.474,153.11,36.203,-1.0,-1.0,-1.0
14,26,-52.0,254.0,270.83,614.58,25.027,-1.0,-1.0,-1.0
14,21,1619.0,396.0,159.84,362.7,7.1656,-1.0,-1.0,-1.0
14,22,1867.0,393.0,26.0,59.0,4.8067,-1.0,-1.0,-1.0
15,1,1668.0,371.0,159.84,362.7,58.304,-1.0,-1.0,-1.0
15,27,1834.0,532.0,36.723,83.333,49.653,-1.0,-1.0,-1.0
15,2,1336.0,500.0,67.474,153.11,44.973,-1.0,-1.0,-1.0
15,26,-52.0,254.0,270.83,614.58,39.898,-1.0,-1.0,-1.0
15,21,1619.0,396.0,159.84,362.7,10.224,-1.0,-1.0,-1.0
16,1,1666.0,385.0,146.62,332.71,65.522,-1.0,-1.0,-1.0
16,2,1336.0,500.0,67.474,153.11,46.265,-1.0,-1.0,-1.0
16,26,-52.0,254.0,270.83,614.58,34.544,-1.0,-1.0,-1.0
16,21,1711.0,408.0,146.62,332.71,38.159,-1.0,-1.0,-1.0
17,1,1594.0,396.0,159.84,362.7,22.94,-1.0,-1.0,-1.0
17,2,1350.0,503.0,61.514,139.59,33.671,-1.0,-1.0,-1.0
17,21,1666.0,408.0,146.62,332.71,66.036,-1.0,-1.0,-1.0
17,26,-52.0,254.0,270.83,614.58,44.021,-1.0,-1.0,-1.0
18,21,1666.0,408.0,146.62,332.71,64.738,-1.0,-1.0,-1.0
18,26,-52.0,254.0,270.83,614.58,56.379,-1.0,-1.0,-1.0
18,2,1350.0,503.0,61.514,139.59,39.45,-1.0,-1.0,-1.0
18,1,1594.0,396.0,159.84,362.7,19.526,-1.0,-1.0,-1.0
18,27,1836.0,541.0,33.737,76.557,16.959,-1.0,-1.0,-1.0
18,28,1291.0,454.0,94.66,214.81,9.9689,-1.0,-1.0,-1.0
19,21,1643.0,371.0,159.84,362.7,63.715,-1.0,-1.0,-1.0
19,26,-52.0,254.0,270.83,614.58,52.829,-1.0,-1.0,-1.0
19,2,1349.0,490.0,73.864,167.61,31.0,-1.0,-1.0,-1.0
19,1,1594.0,396.0,159.84,362.7,31.013,-1.0,-1.0,-1.0
19,27,1838.0,543.0,30.903,70.127,11.683,-1.0,-1.0,-1.0
19,28,1308.0,474.0,87.838,199.32,20.751,-1.0,-1.0,-1.0
20,21,1643.0,371.0,159.84,362.7,63.111,-1.0,-1.0,-1.0
20,26,-52.0,254.0,270.83,614.58,55.834,-1.0,-1.0,-1.0
20,1,1594.0,396.0,159.84,362.7,33.805,-1.0,-1.0,-1.0
20,2,1349.0,490.0,73.864,167.61,39.327,-1.0,-1.0,-1.0
20,28,1308.0,474.0,87.838,199.32,13.999,-1.0,-1.0,-1.0
21,21,1643.0,396.0,159.84,362.7,69.866,-1.0,-1.0,-1.0
21,26,-52.0,254.0,270.83,614.58,52.643,-1.0,-1.0,-1.0
21,2,1349.0,490.0,73.864,167.61,36.897,-1.0,-1.0,-1.0
21,1,1594.0,371.0,159.84,362.7,24.467,-1.0,-1.0,-1.0
21,28,1314.0,468.0,79.918,181.35,16.32,-1.0,-1.0,-1.0
22,21,1643.0,354.0,175.68,398.65,71.576,-1.0,-1.0,-1.0
22,26,-52.0,254.0,270.83,614.58,55.724,-1.0,-1.0,-1.0
22,2,1349.0,490.0,73.864,167.61,33.171,-1.0,-1.0,-1.0
22,1,1589.0,381.0,175.68,398.65,30.184,-1.0,-1.0,-1.0
22,30,1792.0,456.0,73.864,167.61,17.312,-1.0,-1.0,-1.0
22,28,1315.0,468.0,73.864,167.61,11.149,-1.0,-1.0,-1.0
23,21,1668.0,371.0,159.84,362.7,32.518,-1.0,-1.0,-1.0
23,26,-52.0,254.0,270.83,614.58,48.298,-1.0,-1.0,-1.0
23,2,1349.0,490.0,73.864,167.61,35.903,-1.0,-1.0,-1.0
23,1,1619.0,396.0,159.84,362.7,74.939,-1.0,-1.0,-1.0
23,30,1804.0,475.0,61.514,139.59,11.826,-1.0,-1.0,-1.0
23,28,1326.0,479.0,73.864,167.61,25.98,-1.0,-1.0,-1.0
24,1,1619.0,396.0,159.84,362.7,77.047,-1.0,-1.0,-1.0
24,26,-10.0,254.0,270.83,614.58,34.067,-1.0,-1.0,-1.0
24,2,1349.0,490.0,73.864,167.61,36.734,-1.0,-1.0,-1.0
24,21,1668.0,371.0,159.84,362.7,30.144,-1.0,-1.0,-1.0
24,28,1326.0,479.0,73.864,167.61,26.27,-1.0,-1.0,-1.0
